"Catégorie";"Élément";"Référence";"Ce qui manque";"Relations connues";"Question pour Caroline"
"Compositeur";"Emile Sornin (Forever Pavot)";"Profil historique : emile-sornin-forever-pavot";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
"Compositeur";"Flore";"Profil historique : flore";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
"Compositeur";"Maxime Raynier (Les Arondes)";"Profil historique : maxime-raynier-les-arondes";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
"Compositeur";"Mr Viktor";"Profil historique : mr-viktor";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
"Compositeur";"Nicodrums & Friends";"Profil historique : nicodrums-friends";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
"Compositeur";"NSDOS";"Profil historique : nsdos";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
"Compositeur";"Pana Black";"Profil historique : pana-black";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
"Compositeur";"Patrice Dambrine (Viro Major Records )";"Profil historique : patrice-dambrine-viro-major-records";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
"Compositeur";"Roma Luca";"Profil historique : roma-luca";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
"Compositeur";"Schérazade";"Profil historique : scherazade";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
"Compositeur";"Sébastien Blanchon / N'ZENG";"Profil historique : sebastien-blanchon-n-zeng";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
"Compositeur";"Stan Galouo (Palma Coco Reccords)";"Profil historique : stan-galouo-palma-coco-reccords";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
"Compositeur";"Well Quartet";"Profil historique : well-quartet";"Relation vérifiée permettant la publication";"Profil retrouvé dans l’ancien portfolio, non publié actuellement sur Parigo";"Ce profil a-t-il participé à un album PGO ou à une vidéo de la playlist ? Si oui, lesquels ?"
