"album_code";"album_id";"album";"track_id";"main_track_id";"titre";"version";"composer_avant";"composer_proposé";"action";"justification";"validation"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"3f2f3407632857e2";"15e2e8e3ab4590df";"PRISON BREAKER STEM BELLS AND CHIMES";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"d7e765ad64ffaa2d";"";"RICK ROCK";"Main";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"2cbaa06e319b3733";"d7e765ad64ffaa2d";"RICK ROCK (30 SEC)";"Commercial";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"134288f9d67fb591";"d7e765ad64ffaa2d";"RICK ROCK (60 SEC)";"Commercial";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"aae393e0a1dfa761";"d7e765ad64ffaa2d";"RICK ROCK STEM BASS";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"f865d1822db0f2a6";"d7e765ad64ffaa2d";"RICK ROCK STEM DRUMS, PERCUSSIONS, SCRATCHES";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"99e8dac86d72d668";"d7e765ad64ffaa2d";"RICK ROCK STEM GUITAR 1";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"d4b1ebd2d0955a81";"d7e765ad64ffaa2d";"RICK ROCK STEM GUITAR 2";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"cf019d0f10205b7c";"d7e765ad64ffaa2d";"RICK ROCK STEM ORGAN";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"e565b4d6bb1767cd";"d7e765ad64ffaa2d";"RICK ROCK STEM SYNTHESIZER FX";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"39381c49a73f9d10";"d7e765ad64ffaa2d";"RICK ROCK STEM VOCALS HOOK";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"356ffeb17383dd77";"";"RICK ROCK (UNDERSCORE, NO VOCALS HOOK)";"Main";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"925e3b47387d92f5";"";"CHECK THE RIFF";"Main";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"d5841614d71e99c3";"925e3b47387d92f5";"CHECK THE RIFF (30 SEC)";"Commercial";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"f2213ad94f13e086";"925e3b47387d92f5";"CHECK THE RIFF (60 SEC)";"Commercial";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"b17d8b0530c7bbef";"925e3b47387d92f5";"CHECK THE RIFF STEM BASS";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"f15a84cf395aa22a";"925e3b47387d92f5";"CHECK THE RIFF STEM DRUMS";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"732f87021fe1c71d";"925e3b47387d92f5";"CHECK THE RIFF STEM GUITAR";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"f45a8ed69ac822d3";"925e3b47387d92f5";"CHECK THE RIFF STEM RHODES";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"a96c768e6f220012";"925e3b47387d92f5";"CHECK THE RIFF STEM STRINGS";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"4011e56fbc83864d";"925e3b47387d92f5";"CHECK THE RIFF STEM SYNTHESIZER";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"8f73b5888249fdce";"";"HAZIN DAY";"Main";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"e125bb34636148f7";"8f73b5888249fdce";"HAZIN DAY (30 SEC)";"Commercial";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"ea33ea052143aa8f";"8f73b5888249fdce";"HAZIN DAY (60 SEC)";"Commercial";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"92054136637b5c47";"8f73b5888249fdce";"HAZIN DAY STEM BASS";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"75018e16e58b1631";"8f73b5888249fdce";"HAZIN DAY STEM DRUMS";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"d840be39de8c8a16";"8f73b5888249fdce";"HAZIN DAY STEM ORGAN";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"4db91d89d36978b8";"8f73b5888249fdce";"HAZIN DAY STEM SYNTHESIZER BRASS";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"0ab930147bb52519";"8f73b5888249fdce";"HAZIN DAY STEM SYNTHESIZER TRUMPET";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0032";"2513d961b12a4144";"Diggin Hip-Hop Vol.2";"000953cae30d6a70";"8f73b5888249fdce";"HAZIN DAY STEM VOCALS";"Alternate";"Ugly Mac Beer (SACEM) · Drixxxe (NS)";"Ugly Mac Beer · Drixxxé";"update";"identité-canonique-courante";"à-valider-avant-première-sauvegarde"
"PGO0016";"3a561cd158cab479";"Pigalle Bizarre";"e51d91bf92236818";"";"MADEMOISELLE WIZZ";"Main";"Minimatic";"Minimatic";"no-change";"déjà-canonique";"à-valider-avant-première-sauvegarde"
"PGO0016";"3a561cd158cab479";"Pigalle Bizarre";"59151f206f438068";"e51d91bf92236818";"MADEMOISELLE WIZZ";"Commercial";"Minimatic";"Minimatic";"no-change";"déjà-canonique";"à-valider-avant-première-sauvegarde"
"PGO0016";"3a561cd158cab479";"Pigalle Bizarre";"cd267e2a64ec3b23";"e51d91bf92236818";"MADEMOISELLE WIZZ";"Commercial";"Minimatic";"Minimatic";"no-change";"déjà-canonique";"à-valider-avant-première-sauvegarde"
"PGO0016";"3a561cd158cab479";"Pigalle Bizarre";"a69da78455075640";"";"PIGALLE BIZARRE";"Main";"Minimatic";"Minimatic";"no-change";"déjà-canonique";"à-valider-avant-première-sauvegarde"
"PGO0016";"3a561cd158cab479";"Pigalle Bizarre";"43527f19decf7166";"a69da78455075640";"PIGALLE BIZARRE";"Commercial";"Minimatic";"Minimatic";"no-change";"déjà-canonique";"à-valider-avant-première-sauvegarde"
