"album_code";"album_id";"album";"track_id";"main_track_id";"parent_track_id";"work_id";"titre";"version";"type";"composer_actuel";"composer_attendu";"artist_distinct";"ayants_droit_structurés";"anomalies";"statut"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"d61fac27d92967dbdce0e34f80eeefb4";"";"";"d61fac27d92967dbdce0e34f80eeefb4";"All The Arps";"Main";"main";"Modulhater (SACEM)";"Modulhater";"Modulhater";"Modulhater";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"16e4e420eba04ed255f41004b55e4060";"d61fac27d92967dbdce0e34f80eeefb4";"";"d61fac27d92967dbdce0e34f80eeefb4";"All The Arps 30 sec";"30 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"3688ebf05a547ccc27caff994236dfb4";"d61fac27d92967dbdce0e34f80eeefb4";"";"d61fac27d92967dbdce0e34f80eeefb4";"All The Arps 60 sec";"60 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"f86a54a075cc7ad7a6df7c3e79ca8f3a";"d61fac27d92967dbdce0e34f80eeefb4";"";"d61fac27d92967dbdce0e34f80eeefb4";"All The Arps Stem Dark";"Stem Dark";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"75306f17585fb621acb8dcb877285d59";"d61fac27d92967dbdce0e34f80eeefb4";"";"d61fac27d92967dbdce0e34f80eeefb4";"All The Arps Stem Juno";"Stem Juno";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"0d421eaa72bb37a160311e4edbe3ccd6";"d61fac27d92967dbdce0e34f80eeefb4";"";"d61fac27d92967dbdce0e34f80eeefb4";"All The Arps Stem MS20";"Stem MS20";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"468eb459ba29c5cd811f59bd0f1e9684";"d61fac27d92967dbdce0e34f80eeefb4";"";"d61fac27d92967dbdce0e34f80eeefb4";"All The Arps Stem SH 1";"Stem SH 1";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"10455589090cc1f0cbd39f711c97d335";"d61fac27d92967dbdce0e34f80eeefb4";"";"d61fac27d92967dbdce0e34f80eeefb4";"All The Arps Stem TR83";"Stem TR8 3";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"7527f62fd8b23c09d50760c0e210dd33";"d61fac27d92967dbdce0e34f80eeefb4";"";"d61fac27d92967dbdce0e34f80eeefb4";"All The Arps Stem SH 10";"Stem SH 10";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"dc2c476e897f023aa91ecfb1e865b232";"";"";"dc2c476e897f023aa91ecfb1e865b232";"Delta Cancrides";"Main";"main";"Modulhater (SACEM)";"Modulhater";"Modulhater";"Modulhater";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"1b0370a524a0acea600b7721874c47f0";"dc2c476e897f023aa91ecfb1e865b232";"";"dc2c476e897f023aa91ecfb1e865b232";"Delta Cancrides 30 sec";"30 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"2647b95e001e0942da9c802f41da3288";"dc2c476e897f023aa91ecfb1e865b232";"";"dc2c476e897f023aa91ecfb1e865b232";"Delta Cancrides 60 sec";"60 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"b22181caf690fe4b56e374806a1cdafb";"dc2c476e897f023aa91ecfb1e865b232";"";"dc2c476e897f023aa91ecfb1e865b232";"Delta Cancrides Stem Bassline Proone Left";"Stem Bassline Proone Left";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"7315aa94b51e99fce3b1606a7d4915f6";"dc2c476e897f023aa91ecfb1e865b232";"";"dc2c476e897f023aa91ecfb1e865b232";"Delta Cancrides Stem Bassline Proone Right";"Stem Bassline Proone Right";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"9ab2df2fc2ced9271418f4be588d3f8f";"dc2c476e897f023aa91ecfb1e865b232";"";"dc2c476e897f023aa91ecfb1e865b232";"Delta Cancrides Stem Drumloop Left";"Stem Drum Loop Left";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"b3c2d905ad1ae367ec012c8dd5f718c5";"dc2c476e897f023aa91ecfb1e865b232";"";"dc2c476e897f023aa91ecfb1e865b232";"Delta Cancrides Stem Drumloop Right";"Stem Drum Loop Right";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"39c5c66fede80b3b468188b82a238cca";"dc2c476e897f023aa91ecfb1e865b232";"";"dc2c476e897f023aa91ecfb1e865b232";"Delta Cancrides Stem Juno Arpeg";"Stem Juno Arpeg";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"62ea87989cb34cb7136547d449026447";"dc2c476e897f023aa91ecfb1e865b232";"";"dc2c476e897f023aa91ecfb1e865b232";"Delta Cancrides Stem Reverb";"Stem Reverb";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"09f4d308982e1eccce5270cccad93cb6";"dc2c476e897f023aa91ecfb1e865b232";"";"dc2c476e897f023aa91ecfb1e865b232";"Delta Cancrides Stem SH101 Module";"Stem SH101 Module";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"eee12c183fb394e2113480bcc24f60d8";"dc2c476e897f023aa91ecfb1e865b232";"";"dc2c476e897f023aa91ecfb1e865b232";"Delta Cancrides Stem Volca Lead";"Stem Volca Lead";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"db4495310e7edd4add1f622bfbaea62e";"";"";"db4495310e7edd4add1f622bfbaea62e";"Protheme";"Main";"main";"Modulhater (SACEM)";"Modulhater";"Modulhater";"Modulhater";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"6260589ef07bd7e233a46f330ccbb83c";"db4495310e7edd4add1f622bfbaea62e";"";"db4495310e7edd4add1f622bfbaea62e";"Protheme 30 sec";"30 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"f232b187df4b21f3766f20165c6a3719";"db4495310e7edd4add1f622bfbaea62e";"";"db4495310e7edd4add1f622bfbaea62e";"Protheme 60 sec";"60 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"b8a70da76f6c41dd7b1c5c8d9875132f";"db4495310e7edd4add1f622bfbaea62e";"";"db4495310e7edd4add1f622bfbaea62e";"Protheme Stem Bass HH";"Stem Bass HH";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"3d825ead18cfb203fea8cf5a7493c46b";"db4495310e7edd4add1f622bfbaea62e";"";"db4495310e7edd4add1f622bfbaea62e";"Protheme Stem Drum Volca";"Stem Drum Volca";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"b1e870293633ee8a577f00ae6d43964f";"db4495310e7edd4add1f622bfbaea62e";"";"db4495310e7edd4add1f622bfbaea62e";"Protheme Stem Kick Bass";"Stem Kick Bass";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"0a6da3052537e5249789ac4cd48db822";"";"";"0a6da3052537e5249789ac4cd48db822";"Binary Code";"Main";"main";"Modulhater (SACEM)";"Modulhater";"Modulhater";"Modulhater";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"025d36074cea942752f9655ea5e655ac";"0a6da3052537e5249789ac4cd48db822";"";"0a6da3052537e5249789ac4cd48db822";"Binary Code 30 sec";"30 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"0e9aec15e449c857366a975c9cfac349";"0a6da3052537e5249789ac4cd48db822";"";"0a6da3052537e5249789ac4cd48db822";"Binary Code 60 sec";"60 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"aeefb255b97b17a5b9f634d2efcd1625";"0a6da3052537e5249789ac4cd48db822";"";"0a6da3052537e5249789ac4cd48db822";"Binary Code Stem 303";"Stem 303";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"17c5f7b4514fa7e052486bd4654f1867";"0a6da3052537e5249789ac4cd48db822";"";"0a6da3052537e5249789ac4cd48db822";"Binary Code Stem Bassline";"Stem Bassline";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"2c7fd7f0d3d41af18b8f7a8ca5a75324";"0a6da3052537e5249789ac4cd48db822";"";"0a6da3052537e5249789ac4cd48db822";"Binary Code Stem Codekick Bass";"Stem Codekick Bass";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"2904a925ab40cf0d4724a41f9812271b";"0a6da3052537e5249789ac4cd48db822";"";"0a6da3052537e5249789ac4cd48db822";"Binary Code Stem Kick Snare";"Stem Kick Snare";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"826d0d587c3f101763a520e42641670c";"0a6da3052537e5249789ac4cd48db822";"";"0a6da3052537e5249789ac4cd48db822";"Binary Code Stem Noise Dly";"Stem Noise Dly";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"3b633db47833f468b24a169fd7781c9f";"";"";"3b633db47833f468b24a169fd7781c9f";"Carburetor";"Main";"main";"Modulhater (SACEM)";"Modulhater";"Modulhater";"Modulhater";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"db98dbfa5295c67a0784787bc2db4c5e";"3b633db47833f468b24a169fd7781c9f";"";"3b633db47833f468b24a169fd7781c9f";"Carburetor 30 sec";"30 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"1a7c5e36dc56f342586dcd7b6b781c0c";"3b633db47833f468b24a169fd7781c9f";"";"3b633db47833f468b24a169fd7781c9f";"Carburetor 60 sec";"60 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"4c62b78ee0eb15e29caec03ca3ed3184";"3b633db47833f468b24a169fd7781c9f";"";"3b633db47833f468b24a169fd7781c9f";"Carburetor Stem Bass Kick";"Stem Bass Kick";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"b64a080b52d9c36825afd4c9ede06d27";"3b633db47833f468b24a169fd7781c9f";"";"3b633db47833f468b24a169fd7781c9f";"Carburetor Stem Bassline";"Stem Bassline";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"a2e67cc2462ae64026eceaa1a3c0cca5";"3b633db47833f468b24a169fd7781c9f";"";"3b633db47833f468b24a169fd7781c9f";"Carburetor Stem Drumloop";"Stem Drum Loop";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"d22297db481bd16aa98d37208af2ed77";"3b633db47833f468b24a169fd7781c9f";"";"3b633db47833f468b24a169fd7781c9f";"Carburetor Stem Synth Lead";"Stem Synth Lead";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"b2f81a6756aeea07442a087b67ef999b";"";"";"b2f81a6756aeea07442a087b67ef999b";"Roto Pulsar";"Main";"main";"Modulhater (SACEM)";"Modulhater";"Modulhater";"Modulhater";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"02f20298ec0cecdfd6e28a6fd5e2a397";"b2f81a6756aeea07442a087b67ef999b";"";"b2f81a6756aeea07442a087b67ef999b";"Roto Pulsar 30 sec";"30 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"6c534f58ddedb4a539b3630a91be11c6";"b2f81a6756aeea07442a087b67ef999b";"";"b2f81a6756aeea07442a087b67ef999b";"Roto Pulsar 60 sec";"60 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"d7774aee00d4e43380e58f54456bbff8";"b2f81a6756aeea07442a087b67ef999b";"";"b2f81a6756aeea07442a087b67ef999b";"Roto Pulsar Stem Bassdrum";"Stem Bassdrum";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"4ee6cb5d45659eb1488bd478c4ddd972";"b2f81a6756aeea07442a087b67ef999b";"";"b2f81a6756aeea07442a087b67ef999b";"Roto Pulsar Stem Bassline";"Stem Bassline";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"1b1fc7c2968e77c6924634f6437d6de6";"b2f81a6756aeea07442a087b67ef999b";"";"b2f81a6756aeea07442a087b67ef999b";"Roto Pulsar Stem Juno 106 A";"Stem Juno 106 A";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"8f2982168096d563bbb3e95303aae63c";"";"";"8f2982168096d563bbb3e95303aae63c";"Zavodka";"Main";"main";"Modulhater (SACEM)";"Modulhater";"Modulhater";"Modulhater";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"020c64c0cdd4c2df31874557b9a5d40a";"8f2982168096d563bbb3e95303aae63c";"";"8f2982168096d563bbb3e95303aae63c";"Zavodka 30 sec";"30 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"c9daf0b89ea35b4ba3f02e03f840c026";"8f2982168096d563bbb3e95303aae63c";"";"8f2982168096d563bbb3e95303aae63c";"Zavodka 60 sec";"60 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"18422b4b2d9320304da7c7f08ed108e0";"8f2982168096d563bbb3e95303aae63c";"";"8f2982168096d563bbb3e95303aae63c";"Zavodka Stem CR78 Loop";"Stem CR78 Loop";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"9c16a076e4b8d352255610d23beb68ef";"8f2982168096d563bbb3e95303aae63c";"";"8f2982168096d563bbb3e95303aae63c";"Zavodka Stem Juno 60 Arpeg";"Stem Juno 60 Arpeg";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"0b5877e108bff8595dea3e100aff7230";"8f2982168096d563bbb3e95303aae63c";"";"8f2982168096d563bbb3e95303aae63c";"Zavodka Stem SH 101 Loop";"Stem SH101 Loop";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"ddad80d1c015a22007b4e91024696100";"8f2982168096d563bbb3e95303aae63c";"";"8f2982168096d563bbb3e95303aae63c";"Zavodka Stem TR606 Juno";"Stem TR606 Juno";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"1ea927541f686c625597ea257e4c44eb";"";"";"1ea927541f686c625597ea257e4c44eb";"Indigo Concrete";"Main";"main";"Modulhater (SACEM)";"Modulhater";"Modulhater";"Modulhater";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"ad5a84e125a8834cbf4bf68cef268cff";"1ea927541f686c625597ea257e4c44eb";"";"1ea927541f686c625597ea257e4c44eb";"Indigo Concrete 30 sec";"30 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"00cf00dfbb805389c10bc4bd14f6be95";"1ea927541f686c625597ea257e4c44eb";"";"1ea927541f686c625597ea257e4c44eb";"Indigo Concrete 60 sec";"60 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"62ec64cfde6992975cf41e3e93027b39";"1ea927541f686c625597ea257e4c44eb";"";"1ea927541f686c625597ea257e4c44eb";"Indigo Concrete Stem Bass Pro One Left";"Stem Bass Pro One Left";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"12528aae63d2460f4481861df355539f";"1ea927541f686c625597ea257e4c44eb";"";"1ea927541f686c625597ea257e4c44eb";"Indigo Concrete Stem Bass Pro One Right";"Stem Bass Pro One Right";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"7e7b106589023faa2965aad76a08980c";"1ea927541f686c625597ea257e4c44eb";"";"1ea927541f686c625597ea257e4c44eb";"Indigo Concrete Stem Bassline SH101";"Stem Bassline SH101";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"b8bd333b3973236be5c7d67e7b8895fa";"1ea927541f686c625597ea257e4c44eb";"";"1ea927541f686c625597ea257e4c44eb";"Indigo Concrete Stem Drum Loop Left";"Stem Drum Loop Left";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"0c946d40dd1836fd7eafd3a0e365a454";"1ea927541f686c625597ea257e4c44eb";"";"1ea927541f686c625597ea257e4c44eb";"Indigo Concrete Stem Drum Loop Right";"Stem Drum Loop Right";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"de83b1e8f3b15ea8c6d427f016292142";"1ea927541f686c625597ea257e4c44eb";"";"1ea927541f686c625597ea257e4c44eb";"Indigo Concrete Stem Reverb";"Stem Reverb";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"031db54c42c89cee3360b05598c980d9";"1ea927541f686c625597ea257e4c44eb";"";"1ea927541f686c625597ea257e4c44eb";"Indigo Concrete Stem Volca Key Lead";"Stem Volca Key Lead";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"83964433024a0dcea392014ad85ce160";"";"";"83964433024a0dcea392014ad85ce160";"Boreout";"Main";"main";"Modulhater (SACEM)";"Modulhater";"Modulhater";"Modulhater";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"f9920fec5c9184b6596c4e7d76141ce6";"83964433024a0dcea392014ad85ce160";"";"83964433024a0dcea392014ad85ce160";"Boreout 30 sec";"30 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"f0e36906ebe0e70898e066ab5e3a7552";"83964433024a0dcea392014ad85ce160";"";"83964433024a0dcea392014ad85ce160";"Boreout 60 sec";"60 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"aced4ea1755f98acb315cfe39d49c9b8";"83964433024a0dcea392014ad85ce160";"";"83964433024a0dcea392014ad85ce160";"Boreout Stem Drum Loop";"Stem Drum Loop";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"c1b2d47e1fe44491a446952f6ac8996f";"83964433024a0dcea392014ad85ce160";"";"83964433024a0dcea392014ad85ce160";"Boreout Stem Juno 106 FM7";"Stem Juno 106 FM7";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"8c77e1b4677476e12e239a107cd430a1";"83964433024a0dcea392014ad85ce160";"";"83964433024a0dcea392014ad85ce160";"Boreout Stem Kick Loop";"Stem Kick Loop";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"3db04523815aa3442fae14bb2b1ffa33";"83964433024a0dcea392014ad85ce160";"";"83964433024a0dcea392014ad85ce160";"Boreout Stem SH 101 Kick";"Stem SH 101 Kick";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"af79c8b0361fd5d712e9a3b1ba8ebf25";"83964433024a0dcea392014ad85ce160";"";"83964433024a0dcea392014ad85ce160";"Boreout Stem Snare Loop";"Stem Snare Loop";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"708f9c68990ee34f45e51652bf9e51bb";"83964433024a0dcea392014ad85ce160";"";"83964433024a0dcea392014ad85ce160";"Boreout Stem Synth";"Stem Synth";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"8baf473e45a6c7c9695efd4689284ce8";"83964433024a0dcea392014ad85ce160";"";"83964433024a0dcea392014ad85ce160";"Boreout Stem Synth Lead";"Stem Synth Lead";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"49f31e70a4b755779e51b65abfb87aea";"";"";"49f31e70a4b755779e51b65abfb87aea";"Menschematerial";"Main";"main";"Modulhater (SACEM)";"Modulhater";"Modulhater";"Modulhater";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"bc84883575caa53ab013cfbb52913e77";"49f31e70a4b755779e51b65abfb87aea";"";"49f31e70a4b755779e51b65abfb87aea";"Menschematerial 30 sec";"30 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"c4675c761c7865f6aa7e72787c619168";"49f31e70a4b755779e51b65abfb87aea";"";"49f31e70a4b755779e51b65abfb87aea";"Menschematerial 60 sec";"60 sec";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"839012d09d9ba4703b13ac40f21fef50";"49f31e70a4b755779e51b65abfb87aea";"";"49f31e70a4b755779e51b65abfb87aea";"Menschematerial Stem Bassline";"Stem Bassline";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"c743bcef6e4f9ba14cb994952369401f";"49f31e70a4b755779e51b65abfb87aea";"";"49f31e70a4b755779e51b65abfb87aea";"Menschematerial Stem Kick HH";"Stem Kick HH";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
"PGO0056";"350c4288801b5d94";"Acid Body Music";"9080945f54a9d97d5b7f932b4ebe7b54";"49f31e70a4b755779e51b65abfb87aea";"";"49f31e70a4b755779e51b65abfb87aea";"Menschematerial Stem Noise Lo";"Stem Noise Loop";"alternate";"Modulhater (SACEM)";"Modulhater";"Modulhater";"";"society-suffix · preferred-name";"cleanup-required"
