"album_code";"album_id";"album";"track_id";"main_track_id";"parent_track_id";"work_id";"titre";"version";"type";"composer_actuel";"composer_attendu";"artist_distinct";"ayants_droit_structurés";"anomalies";"statut"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"1b857388a9511973ad7c880b8332fcd2";"15ccd07513bcc76112cb6866befeebae";"";"15ccd07513bcc76112cb6866befeebae";"Dark Beats Submerged Stem FX";"Stem FX";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"b3ff5265751dc834970fcbf1cb44f15e";"15ccd07513bcc76112cb6866befeebae";"";"15ccd07513bcc76112cb6866befeebae";"Dark Beats Submerged Stem Synths";"Stem Synths";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"e155ac069deddb4ced688427a221043d";"";"";"e155ac069deddb4ced688427a221043d";"Dark Beats Submerged Underscore Low Beat";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"3655abe47264bfd0dffcf7436094256f";"";"";"3655abe47264bfd0dffcf7436094256f";"Dark Beats Action";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"Ugly Mac Beer · Yann KORNOWICZ";"different-right-holders";"review-required"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"f14e369b78586938c9993dc2b64927b1";"3655abe47264bfd0dffcf7436094256f";"";"3655abe47264bfd0dffcf7436094256f";"Dark Beats Action 15 sec";"15 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"ac35c00bc3079f9bc97dc34985463f16";"3655abe47264bfd0dffcf7436094256f";"";"3655abe47264bfd0dffcf7436094256f";"Dark Beats Action 30 sec";"30 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"926749a8c8bec77182de88b5c2ef4148";"3655abe47264bfd0dffcf7436094256f";"";"3655abe47264bfd0dffcf7436094256f";"Dark Beats Action 60 sec";"60 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"9e18b1194231156d3359252900a80325";"3655abe47264bfd0dffcf7436094256f";"";"3655abe47264bfd0dffcf7436094256f";"Dark Beats Action Stem Bass";"Stem Bass";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"65e02dfca9181c12bc111045202378b7";"3655abe47264bfd0dffcf7436094256f";"";"3655abe47264bfd0dffcf7436094256f";"Dark Beats Action Stem Drums";"Stem Drums";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"21878e55e0deffdffdb45acda554f318";"3655abe47264bfd0dffcf7436094256f";"";"3655abe47264bfd0dffcf7436094256f";"Dark Beats Action Stem FX";"Stem FX";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"4e9b4885da2aa2a9fe2bd0b4e8c7a700";"3655abe47264bfd0dffcf7436094256f";"";"3655abe47264bfd0dffcf7436094256f";"Dark Beats Action Stem Synths";"Stem Synths";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"02ae173ccedcdec23dd2c57af02673d3";"";"";"02ae173ccedcdec23dd2c57af02673d3";"Dark Beats Action Underscore Low Beat";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"cc7a63d108657fddaed4c7082c8083f3";"";"";"cc7a63d108657fddaed4c7082c8083f3";"Dark Beats Folk Mystery";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"Ugly Mac Beer · Yann KORNOWICZ";"different-right-holders";"review-required"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"6b0add709d0c6e74b40a93209027dc12";"cc7a63d108657fddaed4c7082c8083f3";"";"cc7a63d108657fddaed4c7082c8083f3";"Dark Beats Folk Mystery 15 sec";"15 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"2f9f97127bed1437629895ca08a130eb";"cc7a63d108657fddaed4c7082c8083f3";"";"cc7a63d108657fddaed4c7082c8083f3";"Dark Beats Folk Mystery 30 sec";"30 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"841236bf98403f969aca4df78c3474c6";"cc7a63d108657fddaed4c7082c8083f3";"";"cc7a63d108657fddaed4c7082c8083f3";"Dark Beats Folk Mystery 60 sec";"60 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"0555fd14bc41c01b7423ebcc7fd57a55";"cc7a63d108657fddaed4c7082c8083f3";"";"cc7a63d108657fddaed4c7082c8083f3";"Dark Beats Folk Mystery Stem Bass";"Stem Bass";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"bbb0aa4ed99a0027b29457fed4b89093";"cc7a63d108657fddaed4c7082c8083f3";"";"cc7a63d108657fddaed4c7082c8083f3";"Dark Beats Folk Mystery Stem Drums";"Stem Drums";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"ba02ebe9b30808338a20245ad09c01ec";"cc7a63d108657fddaed4c7082c8083f3";"";"cc7a63d108657fddaed4c7082c8083f3";"Dark Beats Folk Mystery Stem Synths";"Stem Synths";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"e37bb012a3fa3784da7de468f6d1c0d3";"";"";"e37bb012a3fa3784da7de468f6d1c0d3";"Dark Beats Folk Mystery Underscore Low Beat";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"94a36c136c909d8060c668ef7525e570";"";"";"94a36c136c909d8060c668ef7525e570";"Dark Beats Ticking Danger";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"Ugly Mac Beer · Yann KORNOWICZ";"different-right-holders";"review-required"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"afda7d1537cc54bb0feee1be86c8246c";"94a36c136c909d8060c668ef7525e570";"";"94a36c136c909d8060c668ef7525e570";"Dark Beats Ticking Danger 15 sec";"15 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"48662cf0adc9b682767dc6f091caedbb";"94a36c136c909d8060c668ef7525e570";"";"94a36c136c909d8060c668ef7525e570";"Dark Beats Ticking Danger 30 sec";"30 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"611fc6e9b0b0768e85014e4311c3fc43";"94a36c136c909d8060c668ef7525e570";"";"94a36c136c909d8060c668ef7525e570";"Dark Beats Ticking Danger 60 sec";"60 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"8d1508bd486c5857499910e81efea4cb";"94a36c136c909d8060c668ef7525e570";"";"94a36c136c909d8060c668ef7525e570";"Dark Beats Ticking Danger Stem Drums";"Stem Drums";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"0b24b2b5a690d48e2538131ee267a424";"94a36c136c909d8060c668ef7525e570";"";"94a36c136c909d8060c668ef7525e570";"Dark Beats Ticking Danger Stem FX";"Stem FX";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"5ccf5f86e02b781eb1a4f7cccb74712a";"94a36c136c909d8060c668ef7525e570";"";"94a36c136c909d8060c668ef7525e570";"Dark Beats Ticking Danger Stem Synths";"Stem Synths";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"5391a5e12aee6103a496f3333a50db05";"";"";"5391a5e12aee6103a496f3333a50db05";"Dark Beats Ticking Danger Underscore Low Beat";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"5496fcdcdc37c347e9f0f9e6ca23069b";"";"";"5496fcdcdc37c347e9f0f9e6ca23069b";"Dark Beats Mirage";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"Ugly Mac Beer · Yann KORNOWICZ";"different-right-holders";"review-required"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"12e50f0a9f10c8993d6e112419631b96";"5496fcdcdc37c347e9f0f9e6ca23069b";"";"5496fcdcdc37c347e9f0f9e6ca23069b";"Dark Beats Mirage 15 sec";"15 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"713c709c804f56644f651df583fb0618";"5496fcdcdc37c347e9f0f9e6ca23069b";"";"5496fcdcdc37c347e9f0f9e6ca23069b";"Dark Beats Mirage 30 sec";"30 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"1a11e440bc242e8c7808fbe908cd8fb7";"5496fcdcdc37c347e9f0f9e6ca23069b";"";"5496fcdcdc37c347e9f0f9e6ca23069b";"Dark Beats Mirage 60 sec";"60 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"6678fa6025286e769a6459fab76baa49";"5496fcdcdc37c347e9f0f9e6ca23069b";"";"5496fcdcdc37c347e9f0f9e6ca23069b";"Dark Beats Mirage Stem Bass";"Stem Bass";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"cd83e02fe02594ae315ab92af7fb995d";"5496fcdcdc37c347e9f0f9e6ca23069b";"";"5496fcdcdc37c347e9f0f9e6ca23069b";"Dark Beats Mirage Stem Drums";"Stem Drums";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"e5502956d0aee478a65be4175c81a4e2";"5496fcdcdc37c347e9f0f9e6ca23069b";"";"5496fcdcdc37c347e9f0f9e6ca23069b";"Dark Beats Mirage Stem FX";"Stem FX";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"ca7905a0d5efecff64358c9c60bcb7c7";"5496fcdcdc37c347e9f0f9e6ca23069b";"";"5496fcdcdc37c347e9f0f9e6ca23069b";"Dark Beats Mirage Stem Synths";"Stem Synths";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"bcbbd0d2a346c9dd789b4a88b93a64f2";"";"";"bcbbd0d2a346c9dd789b4a88b93a64f2";"Dark Beats Mirage Underscore Low Beat";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"e7c78c2528e5a19077a3b04e036b1e66";"";"";"e7c78c2528e5a19077a3b04e036b1e66";"Dark Beats Rave";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"Ugly Mac Beer · Yann KORNOWICZ";"different-right-holders";"review-required"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"92a266ac7df63b78554894ab314dd16b";"e7c78c2528e5a19077a3b04e036b1e66";"";"e7c78c2528e5a19077a3b04e036b1e66";"Dark Beats Rave 15 sec";"15 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"679ef18e184ae06210d2ef79bd651c99";"e7c78c2528e5a19077a3b04e036b1e66";"";"e7c78c2528e5a19077a3b04e036b1e66";"Dark Beats Rave 30 sec";"30 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"191a58220a3f2bab45bf743ba752c5d9";"e7c78c2528e5a19077a3b04e036b1e66";"";"e7c78c2528e5a19077a3b04e036b1e66";"Dark Beats Rave 60 sec";"60 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"f50394a80cd2b89834ea867651437ab8";"e7c78c2528e5a19077a3b04e036b1e66";"";"e7c78c2528e5a19077a3b04e036b1e66";"Dark Beats Rave Stem Bass";"Stem Bass";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"7076cf0d4144b8c4860ca3016bad1728";"e7c78c2528e5a19077a3b04e036b1e66";"";"e7c78c2528e5a19077a3b04e036b1e66";"Dark Beats Rave Stem Drums";"Stem Drums";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"3632b9db74e2c0e474659c42aa0adb5a";"e7c78c2528e5a19077a3b04e036b1e66";"";"e7c78c2528e5a19077a3b04e036b1e66";"Dark Beats Rave Stem Synths";"Stem Synths";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"4327450387ad593a0a0130d325150a77";"";"";"4327450387ad593a0a0130d325150a77";"Dark Beats Rave Underscore Low Beat";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"f964ad8de26c7c66368ba38d69c7eb27";"";"";"f964ad8de26c7c66368ba38d69c7eb27";"Dark Beats Subterfuge";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"Ugly Mac Beer · Yann KORNOWICZ";"different-right-holders";"review-required"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"77cd43aadc68238717b6f2d3203de828";"f964ad8de26c7c66368ba38d69c7eb27";"";"f964ad8de26c7c66368ba38d69c7eb27";"Dark Beats Subterfuge 15 sec";"15 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"96ee7687c52208d831684f8c8bdb8392";"f964ad8de26c7c66368ba38d69c7eb27";"";"f964ad8de26c7c66368ba38d69c7eb27";"Dark Beats Subterfuge 30 sec";"30 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"4a93b0e168d8585d5d0bd504459dd9bc";"f964ad8de26c7c66368ba38d69c7eb27";"";"f964ad8de26c7c66368ba38d69c7eb27";"Dark Beats Subterfuge 60 sec";"60 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"83d9650bec7b6bbceb35f61762ab5c32";"f964ad8de26c7c66368ba38d69c7eb27";"";"f964ad8de26c7c66368ba38d69c7eb27";"Dark Beats Subterfuge Stem Bass";"Stem Bass";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"e9ac2e1270b3814f50ee1eba6d849c86";"f964ad8de26c7c66368ba38d69c7eb27";"";"f964ad8de26c7c66368ba38d69c7eb27";"Dark Beats Subterfuge Stem Drums";"Stem Drums";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"6268d5db218166cd8a9bd98b5791b384";"f964ad8de26c7c66368ba38d69c7eb27";"";"f964ad8de26c7c66368ba38d69c7eb27";"Dark Beats Subterfuge Stem Synths";"Stem Synths";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"54483e282c26a8bf9b16f557b6b6c3d7";"";"";"54483e282c26a8bf9b16f557b6b6c3d7";"Dark Beats Subterfuge Underscore Low Beat";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"2292d8a07980d537377448d307f6341e";"";"";"2292d8a07980d537377448d307f6341e";"Dark Beats Industrial";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"Ugly Mac Beer · Yann KORNOWICZ";"different-right-holders";"review-required"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"d474403c637b19f52837454ed25729a2";"2292d8a07980d537377448d307f6341e";"";"2292d8a07980d537377448d307f6341e";"Dark Beats Industrial 15 sec";"15 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"24a714e903059e6a597cd87409c5e608";"2292d8a07980d537377448d307f6341e";"";"2292d8a07980d537377448d307f6341e";"Dark Beats Industrial 30 sec";"30 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"13aff7767db1e76059715b046ba1736e";"2292d8a07980d537377448d307f6341e";"";"2292d8a07980d537377448d307f6341e";"Dark Beats Industrial 60 sec";"60 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"daf82cedb518a3a28cccf6bf42a95a0f";"2292d8a07980d537377448d307f6341e";"";"2292d8a07980d537377448d307f6341e";"Dark Beats Industrial Stem Ambiances";"Stem Ambiances";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"456c67eb87b0848a066963a880b0c428";"2292d8a07980d537377448d307f6341e";"";"2292d8a07980d537377448d307f6341e";"Dark Beats Industrial Stem Bass";"Stem Bass";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"0c060e6a37d6b1e5c87af095365b77e2";"2292d8a07980d537377448d307f6341e";"";"2292d8a07980d537377448d307f6341e";"Dark Beats Industrial Stem Drums";"Stem Drums";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"bd825df0bcdcd05a8e4b27473fb49656";"2292d8a07980d537377448d307f6341e";"";"2292d8a07980d537377448d307f6341e";"Dark Beats Industrial Stem FX";"Stem FX";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"11da18c386224b36090228e986dd9f23";"2292d8a07980d537377448d307f6341e";"";"2292d8a07980d537377448d307f6341e";"Dark Beats Industrial Stem Synths";"Stem Synths";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"4901293ec9dc43ca7b63f2fa43e4e806";"";"";"4901293ec9dc43ca7b63f2fa43e4e806";"Dark Beats Industrial Underscore Low Beat";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"7b54871afb5a35ef676f2cc51ae136fb";"";"";"7b54871afb5a35ef676f2cc51ae136fb";"Dark Beats Tunnel";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"Ugly Mac Beer · Yann KORNOWICZ";"different-right-holders";"review-required"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"6bd97e5f739c6c0e7189770de126f544";"7b54871afb5a35ef676f2cc51ae136fb";"";"7b54871afb5a35ef676f2cc51ae136fb";"Dark Beats Tunnel 15 sec";"15 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"d6df9d8efc296124663a2f09743f2d7a";"7b54871afb5a35ef676f2cc51ae136fb";"";"7b54871afb5a35ef676f2cc51ae136fb";"Dark Beats Tunnel 30 sec";"30 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"ceaa1329145be43f13af03925a56f824";"7b54871afb5a35ef676f2cc51ae136fb";"";"7b54871afb5a35ef676f2cc51ae136fb";"Dark Beats Tunnel 60 sec";"60 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"ec986a53c473491b89aaf62ab2252716";"7b54871afb5a35ef676f2cc51ae136fb";"";"7b54871afb5a35ef676f2cc51ae136fb";"Dark Beats Tunnel Stem Bass";"Stem Bass";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"212f26ecda3cc61759effc3fedd00b3d";"7b54871afb5a35ef676f2cc51ae136fb";"";"7b54871afb5a35ef676f2cc51ae136fb";"Dark Beats Tunnel Stem Drums";"Stem Drums";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"988df135e062544d7354eb19549a9d17";"7b54871afb5a35ef676f2cc51ae136fb";"";"7b54871afb5a35ef676f2cc51ae136fb";"Dark Beats Tunnel Stem FX";"Stem FX";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"ebcd2aba3983fff1bd65bb4d27a6c780";"7b54871afb5a35ef676f2cc51ae136fb";"";"7b54871afb5a35ef676f2cc51ae136fb";"Dark Beats Tunnel Stem Synths";"Stem Synths";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"c16df77fd53b66f1bb3f424d7947eea9";"";"";"c16df77fd53b66f1bb3f424d7947eea9";"Dark Beats Tunnel Underscore Low Beat";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"13ae4c84401c1d363aeecfbbfe02d043";"";"";"13ae4c84401c1d363aeecfbbfe02d043";"Dark Beats Showdown";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"Ugly Mac Beer · Yann KORNOWICZ";"different-right-holders";"review-required"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"b02d5de0aaeab60eae9daf48172207a8";"13ae4c84401c1d363aeecfbbfe02d043";"";"13ae4c84401c1d363aeecfbbfe02d043";"Dark Beats Showdown 15 sec";"15 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"8368dc0564b95a6d2026df9934d3a8c0";"13ae4c84401c1d363aeecfbbfe02d043";"";"13ae4c84401c1d363aeecfbbfe02d043";"Dark Beats Showdown 30 sec";"30 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"e2a460cab4fbd518ed322741a86e5b38";"13ae4c84401c1d363aeecfbbfe02d043";"";"13ae4c84401c1d363aeecfbbfe02d043";"Dark Beats Showdown 60 sec";"60 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"5d8297af020867dc7da53b2823c914da";"13ae4c84401c1d363aeecfbbfe02d043";"";"13ae4c84401c1d363aeecfbbfe02d043";"Dark Beats Showdown Stem Ambiances";"Stem Ambiances";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"c49453bfb9e710f6d277c58f347e6e38";"13ae4c84401c1d363aeecfbbfe02d043";"";"13ae4c84401c1d363aeecfbbfe02d043";"Dark Beats Showdown Stem Bass";"Stem Bass";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"0f8dfded542ba84f5fd5334dc287c3b9";"13ae4c84401c1d363aeecfbbfe02d043";"";"13ae4c84401c1d363aeecfbbfe02d043";"Dark Beats Showdown Stem Drums";"Stem Drums";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"6ea11e4dd3c3694ce41ec24fceecc804";"13ae4c84401c1d363aeecfbbfe02d043";"";"13ae4c84401c1d363aeecfbbfe02d043";"Dark Beats Showdown Stem FX";"Stem FX";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"2ac00cc6d374cb7912e6fcdfee2a38e2";"13ae4c84401c1d363aeecfbbfe02d043";"";"13ae4c84401c1d363aeecfbbfe02d043";"Dark Beats Showdown Stem Orchestre";"Stem Orchestre";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"3b36387a6b638722e05a44c30f2782d9";"13ae4c84401c1d363aeecfbbfe02d043";"";"13ae4c84401c1d363aeecfbbfe02d043";"Dark Beats Showdown Stem Synths";"Stem Synths";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"da97b97bd052ed52134a420566aaf6c5";"";"";"da97b97bd052ed52134a420566aaf6c5";"Dark Beats Showdown Underscore Low Beat";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"6aafd412631032a3abfcce15acb75f3d";"";"";"6aafd412631032a3abfcce15acb75f3d";"Dark Beats March";"Main";"main";"Ugly Mac Beer";"Ugly Mac Beer";"";"Ugly Mac Beer · Yann KORNOWICZ";"different-right-holders";"review-required"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"7fce9fe18616f50522c66d641c1ca8a1";"6aafd412631032a3abfcce15acb75f3d";"";"6aafd412631032a3abfcce15acb75f3d";"Dark Beats March 15 sec";"15 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"818d5f803dba36a9a50651250784aed2";"6aafd412631032a3abfcce15acb75f3d";"";"6aafd412631032a3abfcce15acb75f3d";"Dark Beats March 30 sec";"30 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
"PGO0054";"f8c558d97feed65e";"Dark Beats";"c2da725f792dec4566b56fa3b10489f4";"6aafd412631032a3abfcce15acb75f3d";"";"6aafd412631032a3abfcce15acb75f3d";"Dark Beats March 60 sec";"60 sec";"alternate";"Ugly Mac Beer";"Ugly Mac Beer";"";"";"";"clean"
